2023/06/01,17636634531685628063509;17636634531685618431289;17636634531685615487143;17636634531685581771461;17636634531685576640172,22:01-22:46;19:20-20:00;18:32-18:52;09:09-09:14;07:44-07:48,114.0,17100,0
2021/11/03,17636634531635939388112;17636634531635938342016;17636634531635934972643;17636634531635915614521;17636634531635941511688;17636634531635940009402,19:36-19:39;19:19-19:34;18:22-18:32;13:00-13:21;20:11-20:31;19:46-19:50,70.0,10500,0
2021/11/02,17636634531635849290068;17636634531635848709388;17636634531635844169703,18:34-18:54;18:25-18:33;17:09-17:13,31.0,4650,0
2023/06/05,17636634531685973919751;17636634531685969893851;17636634531685964674872;17636634531685961799849;17636634531685927966676;17636634531685922484379,22:05-22:23;20:58-21:13;19:31-19:42;18:43-18:56;09:19-09:25;07:48-07:55,68.0,10200,0
2023/06/04,17636634531685884126162,21:08-21:53,44.0,6600,0
2023/06/03,17636634531685805829834,23:23-00:52,88.0,13200,1
2023/06/07,17636634531686145527440;17636634531686136844049;17636634531686132659173;17636634531686109386814;17636634531686098622388;17636634531686095171313,21:45-21:51;19:20-21:24;18:11-18:17;11:43-12:24;08:43-08:56;07:46-07:51,193.0,28950,1
2023/06/06,17636634531686050656831;17636634531686046226328;17636634531686012305100;17636634531686008825167,19:24-19:48;18:10-18:14;08:45-08:57;07:47-07:51,44.0,6600,0
2023/06/12,17636634531686527119943;17636634531686568623835;17636634531686565941367;17636634531686532110833,07:45-07:51;19:17-19:22;18:32-18:39;09:08-09:15,23.0,3450,0
2023/06/09,17636634531686319454266;17636634531686310222551;17636634531686306832717;17636634531686272176589;17636634531686268028573,22:04-23:07;19:30-19:51;18:33-18:45;08:56-09:11;07:47-07:54,117.0,17550,1
2023/06/08,17636634531686222726452;17636634531686219052866;17636634531686185250964;17636634531686181541743,19:12-21:57;18:10-18:16;08:47-08:57;07:45-07:50,183.0,27450,1
2023/06/14,17636634531686704026529;17636634531686700554707;17636634531686741670212;17636634531686738452321;17636634531686738122620,08:54-09:05;07:55-08:01;19:21-19:25;18:27-18:35;18:22-18:25,30.0,4500,0
2023/06/13,17636634531686666948430;17636634531686655483319;17636634531686652220733;17636634531686617645294;17636634531686613609173,22:35-22:41;19:24-20:24;18:30-18:34;08:54-09:09;07:46-07:51,87.0,13050,0
2023/06/16,17636634531686877302166;17636634531686872935484;17636634531686918350616,09:01-09:16;07:48-07:52;20:26-20:56,47.0,7050,0
2023/06/15,17636634531686830616782;17636634531686827821974;17636634531686825186175;17636634531686790791439;17636634531686786458618,20:03-20:31;19:17-19:47;18:33-19:07;08:59-09:11;07:47-07:51,104.0,15600,0
